Id,Name,StageName,Amount,CloseDate,IsClosed,Owner.Name,Owner.IsActive,Account.Name
006gK00000MmBAqQAN,Joshua Patel Residence - 13.2kW Rooftop Solar,Closed Won,11154,2026-05-13,true,Hemayet Hossain,true,Joshua Patel Residence
006gK00000MmB3uQAF,Joshua Patel Residence - 13.2kW Rooftop Solar,Closed Won,13837,2026-03-03,true,Hemayet Hossain,true,Joshua Patel Residence
006gK00000MmB9wQAF,Joshua Patel Residence - 13.2kW Rooftop Solar,Closed Won,8946,2026-06-03,true,Hemayet Hossain,true,Joshua Patel Residence
006gK00000MmB30QAF,Joshua Patel Residence - 13.2kW Rooftop Solar,Closed Won,11097,2026-03-17,true,Hemayet Hossain,true,Joshua Patel Residence
006gK00000MmBDEQA3,Layla Osman Residence - 13.2kW Rooftop Solar,Closed Lost,11596,2026-05-03,true,Hemayet Hossain,true,Layla Osman Residence
006gK00000MmB5qQAF,Layla Osman Residence - 13.2kW Rooftop Solar,Closed Lost,13015,2026-02-01,true,Hemayet Hossain,true,Layla Osman Residence
006gK00000MmBBsQAN,Layla Osman Residence - 13.2kW Rooftop Solar,Closed Lost,8283,2026-04-19,true,Hemayet Hossain,true,Layla Osman Residence
006gK00000MmB4wQAF,Layla Osman Residence - 13.2kW Rooftop Solar,Closed Lost,10275,2026-02-15,true,Hemayet Hossain,true,Layla Osman Residence
006gK00000MmB6IQAV,Layla Osman Residence - 13.2kW Rooftop Solar,Closed Lost,14385,2026-03-11,true,Hemayet Hossain,true,Layla Osman Residence
006gK00000Mlg0PQAR,Layla Osman Residence - 13.2kW Rooftop Solar,Prospecting,14848,2026-10-10,false,Hemayet Hossain,true,Layla Osman Residence
006gK00000MmBCmQAN,Layla Osman Residence - 13.2kW Rooftop Solar,Closed Lost,10492,2026-06-28,true,Hemayet Hossain,true,Layla Osman Residence
006gK00000MmBEeQAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,12369,2026-06-30,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB58QAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,16440,2026-03-29,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MlfzRQAR,Lily Kelly Residence - 13.2kW Rooftop Solar,Needs Analysis,12288,2026-09-10,false,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBULQA3,Lily Kelly Residence - 13.2kW Rooftop Solar,Qualification,10496,2026-08-31,false,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBEKQA3,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,12480,2026-05-23,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBE0QAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,12590,2026-04-15,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBDgQAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,12701,2026-06-07,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBDMQA3,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,12811,2026-04-30,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBD2QAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,12921,2026-06-22,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBCiQAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,13032,2026-05-15,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB1aQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,10138,2026-01-08,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBCOQA3,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,13142,2026-04-07,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBC4QAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,13253,2026-05-30,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB1uQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,10001,2026-02-17,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBBkQAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,13363,2026-04-22,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB2EQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,9864,2026-03-29,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBBQQA3,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,13474,2026-06-14,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBB6QAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,13584,2026-05-07,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB2YQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,17536,2026-02-07,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBAmQAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,13695,2026-06-29,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBASQA3,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,13805,2026-05-22,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB2sQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,17399,2026-03-19,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBA8QAN,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,13915,2026-04-14,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB3CQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,17262,2026-01-28,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB9oQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,14026,2026-06-06,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB9UQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,14136,2026-04-29,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB3WQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,17125,2026-03-09,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB7YQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,7952,2026-06-21,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB7EQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,8062,2026-05-14,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB3qQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,16988,2026-01-18,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB6uQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,8173,2026-04-06,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB4AQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Won,16851,2026-02-27,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB6QQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,15892,2026-03-09,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB4UQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,16714,2026-01-08,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB66QAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,16029,2026-01-28,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB5mQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,16166,2026-03-19,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB4oQAF,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,16577,2026-02-17,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmB5SQAV,Lily Kelly Residence - 13.2kW Rooftop Solar,Closed Lost,16303,2026-02-07,true,Hemayet Hossain,true,Lily Kelly Residence
006gK00000MmBBYQA3,Lucas Tran Residence - 13.2kW Rooftop Solar,Closed Lost,8393,2026-06-11,true,Hemayet Hossain,true,Lucas Tran Residence
006gK00000MmB4cQAF,Lucas Tran Residence - 13.2kW Rooftop Solar,Closed Lost,10412,2026-01-06,true,Hemayet Hossain,true,Lucas Tran Residence
006gK00000MmBBAQA3,Mia Taylor Residence - 13.2kW Rooftop Solar,Closed Won,11044,2026-06-20,true,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmB4gQAF,Mia Taylor Residence - 13.2kW Rooftop Solar,Closed Lost,15070,2026-02-19,true,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmBAGQA3,Mia Taylor Residence - 13.2kW Rooftop Solar,Closed Won,8835,2026-04-11,true,Hemayet Hossain,true,Mia Taylor Residence
006gK00000Mlg0DQAR,Mia Taylor Residence - 13.2kW Rooftop Solar,Id. Decision Makers,14336,2026-10-04,false,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmB4EQAV,Mia Taylor Residence - 13.2kW Rooftop Solar,Closed Won,13700,2026-01-12,true,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmBBcQAN,Mia Taylor Residence - 13.2kW Rooftop Solar,Closed Lost,12148,2026-04-25,true,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmBUnQAN,Mia Taylor Residence - 13.2kW Rooftop Solar,Qualification,9088,2026-11-03,false,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmB3KQAV,Mia Taylor Residence - 13.2kW Rooftop Solar,Closed Won,10960,2026-01-26,true,Hemayet Hossain,true,Mia Taylor Residence
006gK00000MmB1WQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,13289,2026-02-23,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBCeQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,7236,2026-04-01,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBBMQA3,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,7581,2026-05-01,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBAOQA3,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,7839,2026-04-08,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB5iQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,11508,2026-02-03,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB9kQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,8011,2026-04-23,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBDIQA3,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,7064,2026-06-16,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB1qQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,13152,2026-01-04,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBCyQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,7150,2026-05-09,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBCKQA3,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,7322,2026-05-24,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBBgQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,7494,2026-06-08,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB2AQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,13015,2026-02-13,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBDcQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,6978,2026-04-24,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB4QQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,12056,2026-02-23,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB6MQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,11234,2026-01-24,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBB2QAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,7667,2026-06-23,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB2UQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,12878,2026-03-25,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB46QAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,12193,2026-01-14,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB6qQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,8356,2026-05-23,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBAiQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,7753,2026-05-16,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB5OQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,11645,2026-03-25,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB7AQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,8270,2026-06-30,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBC0QAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,7408,2026-04-16,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBDwQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,6891,2026-06-01,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB2oQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,12741,2026-02-03,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB62QAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,11371,2026-03-15,true,Hemayet Hossain,true,Noah Brown Residence
